target_type,scale_k,wind_capacity_MW,pv_capacity_MW,annual_NH3_t,annual_load_shed_MWh,annual_curtail_MWh,annual_curtailment_ratio,annual_unit_cost_yuan_per_t,annual_plant_utilization,feasible
full_production_autonomy,18.92,756.8,1210.88,25842.901533,0.0,2862610.5192,0.882987,18819.758537,0.997026,0
full_production_autonomy,18.94,757.6,1212.16,25843.21521,0.0,2866033.2024,0.883109,18837.632221,0.997038,0
full_production_autonomy,18.96,758.4,1213.44,25843.528887,0.0,2869455.8856,0.883231,18855.505471,0.99705,0
full_production_autonomy,18.98,759.2,1214.72,25843.842564,0.0,2872878.5688,0.883353,18873.378287,0.997062,0
full_production_autonomy,19.0,760.0,1216.0,25844.156241,0.0,2876301.252,0.883474,18891.25067,0.997074,0
full_production_autonomy,19.02,760.8,1217.28,25844.469918,0.0,2879723.9352,0.883595,18909.122618,0.997086,0
full_production_autonomy,19.04,761.6,1218.56,25844.783595,0.0,2883146.6184,0.883716,18926.994133,0.997098,0
full_production_autonomy,19.06,762.4,1219.84,25845.097272,0.0,2886569.3016,0.883837,18944.865214,0.99711,0
full_production_autonomy,19.08,763.2,1221.12,25845.410949,0.0,2889991.9848,0.883957,18962.735861,0.997122,0
full_production_autonomy,19.1,764.0,1222.4,25845.724627,0.0,2893414.668,0.884078,18980.606074,0.997134,0
full_production_autonomy,19.12,764.8,1223.68,25846.038304,0.0,2896837.3512,0.884197,18998.475854,0.997147,0
full_production_autonomy,19.14,765.6,1224.96,25846.351981,0.0,2900260.0344,0.884317,19016.345199,0.997159,0
full_production_autonomy,19.16,766.4,1226.24,25846.665658,0.0,2903682.7176,0.884437,19034.214112,0.997171,0
full_production_autonomy,19.18,767.2,1227.52,25846.979335,0.0,2907105.4008,0.884556,19052.08259,0.997183,0
full_production_autonomy,19.2,768.0,1228.8,25847.293012,0.0,2910528.084,0.884675,19069.950635,0.997195,0
full_production_autonomy,19.22,768.8,1230.08,25847.606689,0.0,2913950.7672,0.884793,19087.818246,0.997207,0
full_production_autonomy,19.24,769.6,1231.36,25847.920366,0.0,2917373.4504,0.884912,19105.685423,0.997219,0
full_production_autonomy,19.26,770.4,1232.64,25848.234043,0.0,2920796.1336,0.88503,19123.552167,0.997231,0
full_production_autonomy,19.28,771.2,1233.92,25848.54772,0.0,2924218.8168,0.885148,19141.418477,0.997243,0
full_production_autonomy,19.3,772.0,1235.2,25848.861398,0.0,2927641.5,0.885266,19159.284353,0.997255,0
full_production_autonomy,19.32,772.8,1236.48,25849.175075,0.0,2931064.1832,0.885383,19177.149796,0.997268,0
full_production_autonomy,19.34,773.6,1237.76,25849.488752,0.0,2934486.8664,0.8855,19195.014805,0.99728,0
full_production_autonomy,19.36,774.4,1239.04,25849.802429,0.0,2937909.5496,0.885617,19212.879381,0.997292,0
full_production_autonomy,19.38,775.2,1240.32,25850.116106,0.0,2941332.2328,0.885734,19230.743523,0.997304,0
full_production_autonomy,19.4,776.0,1241.6,25850.429783,0.0,2944754.916,0.885851,19248.607232,0.997316,0
full_production_autonomy,19.42,776.8,1242.88,25850.74346,0.0,2948177.5992,0.885967,19266.470507,0.997328,0
full_production_autonomy,19.44,777.6,1244.16,25851.057137,0.0,2951600.2824,0.886083,19284.333348,0.99734,0
full_production_autonomy,19.46,778.4,1245.44,25851.370814,0.0,2955022.9656,0.886199,19302.195757,0.997352,0
full_production_autonomy,19.48,779.2,1246.72,25851.684492,0.0,2958445.6488,0.886314,19320.057731,0.997364,0
full_production_autonomy,19.5,780.0,1248.0,25851.998169,0.0,2961868.332,0.886429,19337.919272,0.997376,0
full_production_autonomy,19.52,780.8,1249.28,25852.311846,0.0,2965291.0152,0.886545,19355.78038,0.997389,0
full_production_autonomy,19.54,781.6,1250.56,25852.625523,0.0,2968713.6984,0.886659,19373.641054,0.997401,0
full_production_autonomy,19.56,782.4,1251.84,25852.9392,0.0,2972136.3816,0.886774,19391.501295,0.997413,0
full_production_autonomy,19.58,783.2,1253.12,25853.252877,0.0,2975559.0648,0.886888,19409.361103,0.997425,0
full_production_autonomy,19.6,784.0,1254.4,25853.566554,0.0,2978981.748,0.887002,19427.220477,0.997437,0
full_production_autonomy,19.62,784.8,1255.68,25853.880231,0.0,2982404.4312,0.887116,19445.079417,0.997449,0
full_production_autonomy,19.64,785.6,1256.96,25854.193908,0.0,2985827.1144,0.88723,19462.937925,0.997461,0
full_production_autonomy,19.66,786.4,1258.24,25854.507586,0.0,2989249.7976,0.887343,19480.795999,0.997473,0
full_production_autonomy,19.68,787.2,1259.52,25854.821263,0.0,2992672.4808,0.887457,19498.65364,0.997485,0
full_production_autonomy,19.7,788.0,1260.8,25855.13494,0.0,2996095.164,0.88757,19516.510847,0.997497,0
full_production_autonomy,19.72,788.8,1262.08,25855.448617,0.0,2999517.8472,0.887682,19534.367621,0.99751,0
full_production_autonomy,19.74,789.6,1263.36,25855.762294,0.0,3002940.5304,0.887795,19552.223962,0.997522,0
full_production_autonomy,19.76,790.4,1264.64,25856.075971,0.0,3006363.2136,0.887907,19570.07987,0.997534,0
full_production_autonomy,19.78,791.2,1265.92,25856.389648,0.0,3009785.8968,0.888019,19587.935344,0.997546,0
full_production_autonomy,19.8,792.0,1267.2,25856.703325,0.0,3013208.58,0.888131,19605.790385,0.997558,0
full_production_autonomy,19.82,792.8,1268.48,25857.017002,0.0,3016631.2632,0.888243,19623.644993,0.99757,0
full_production_autonomy,19.84,793.6,1269.76,25857.33068,0.0,3020053.9464,0.888354,19641.499168,0.997582,0
full_production_autonomy,19.86,794.4,1271.04,25857.644357,0.0,3023476.6296,0.888465,19659.352909,0.997594,0
full_production_autonomy,19.88,795.2,1272.32,25857.958034,0.0,3026899.3128,0.888576,19677.206218,0.997606,0
full_production_autonomy,19.9,796.0,1273.6,25858.271711,0.0,3030321.996,0.888687,19695.059093,0.997619,0
full_production_autonomy,19.92,796.8,1274.88,25858.585388,0.0,3033744.6792,0.888797,19712.911535,0.997631,0
full_production_autonomy,19.94,797.6,1276.16,25858.899065,0.0,3037167.3624,0.888908,19730.763544,0.997643,0
full_production_autonomy,19.96,798.4,1277.44,25859.212742,0.0,3040590.0456,0.889018,19748.61512,0.997655,0
full_production_autonomy,19.98,799.2,1278.72,25859.526419,0.0,3044012.7288,0.889127,19766.466263,0.997667,0
full_production_autonomy,20.0,800.0,1280.0,25859.840096,0.0,3047435.412,0.889237,19784.316973,0.997679,0
full_production_autonomy,20.02,800.8,1281.28,25860.153773,0.0,3050858.0952,0.889346,19802.16725,0.997691,0
full_production_autonomy,20.04,801.6,1282.56,25860.467451,0.0,3054280.7784,0.889456,19820.017093,0.997703,0
full_production_autonomy,20.06,802.4,1283.84,25860.781128,0.0,3057703.4616,0.889565,19837.866504,0.997715,0
full_production_autonomy,20.08,803.2,1285.12,25861.094805,0.0,3061126.1448,0.889673,19855.715482,0.997727,0
full_production_autonomy,20.1,804.0,1286.4,25861.408482,0.0,3064548.828,0.889782,19873.564026,0.99774,0
full_production_autonomy,20.12,804.8,1287.68,25861.722159,0.0,3067971.5112,0.88989,19891.412138,0.997752,0
full_production_autonomy,20.14,805.6,1288.96,25862.035836,0.0,3071394.1944,0.889998,19909.259817,0.997764,0
full_production_autonomy,20.16,806.4,1290.24,25862.349513,0.0,3074816.8776,0.890106,19927.107063,0.997776,0
full_production_autonomy,20.18,807.2,1291.52,25862.66319,0.0,3078239.5608,0.890214,19944.953876,0.997788,0
full_production_autonomy,20.2,808.0,1292.8,25862.976867,0.0,3081662.244,0.890321,19962.800256,0.9978,0
full_production_autonomy,20.22,808.8,1294.08,25863.290545,0.0,3085084.9272,0.890428,19980.646203,0.997812,0
full_production_autonomy,20.24,809.6,1295.36,25863.604222,0.0,3088507.6104,0.890535,19998.491717,0.997824,0
full_production_autonomy,20.26,810.4,1296.64,25863.917899,0.0,3091930.2936,0.890642,20016.336798,0.997836,0
full_production_autonomy,20.28,811.2,1297.92,25864.16773,0.0,3095353.86,0.890749,20034.226785,0.997846,0
full_production_autonomy,20.3,812.0,1299.2,25864.297157,0.0,3098779.092,0.890856,20052.20201,0.997851,0
full_production_autonomy,20.32,812.8,1300.48,25864.426583,0.0,3102204.324,0.890963,20070.177055,0.997856,0
full_production_autonomy,20.34,813.6,1301.76,25864.55601,0.0,3105629.556,0.89107,20088.15192,0.997861,0
full_production_autonomy,20.36,814.4,1303.04,25864.685436,0.0,3109054.788,0.891176,20106.126605,0.997866,0
full_production_autonomy,20.38,815.2,1304.32,25864.814863,0.0,3112480.02,0.891283,20124.101111,0.997871,0
full_production_autonomy,20.4,816.0,1305.6,25864.944289,0.0,3115905.252,0.891389,20142.075436,0.997876,0
full_production_autonomy,20.42,816.8,1306.88,25865.073716,0.0,3119330.484,0.891495,20160.049582,0.997881,0
full_production_autonomy,20.44,817.6,1308.16,25865.203142,0.0,3122755.716,0.8916,20178.023548,0.997886,0
full_production_autonomy,20.46,818.4,1309.44,25865.332569,0.0,3126180.948,0.891706,20195.997333,0.997891,0
full_production_autonomy,20.48,819.2,1310.72,25865.461995,0.0,3129606.18,0.891811,20213.970939,0.997896,0
full_production_autonomy,20.5,820.0,1312.0,25865.591422,0.0,3133031.412,0.891916,20231.944366,0.997901,0
full_production_autonomy,20.52,820.8,1313.28,25865.720848,0.0,3136456.644,0.892021,20249.917612,0.997906,0
full_production_autonomy,20.54,821.6,1314.56,25865.850275,0.0,3139881.876,0.892125,20267.890678,0.997911,0
full_production_autonomy,20.56,822.4,1315.84,25865.979701,0.0,3143307.108,0.89223,20285.863565,0.997916,0
full_production_autonomy,20.58,823.2,1317.12,25866.109128,0.0,3146732.34,0.892334,20303.836271,0.997921,0
full_production_autonomy,20.6,824.0,1318.4,25866.238554,0.0,3150157.572,0.892438,20321.808798,0.997926,0
full_production_autonomy,20.62,824.8,1319.68,25866.367981,0.0,3153582.804,0.892542,20339.781145,0.997931,0
full_production_autonomy,20.64,825.6,1320.96,25866.497407,0.0,3157008.036,0.892646,20357.753312,0.997936,0
full_production_autonomy,20.66,826.4,1322.24,25866.626834,0.0,3160433.268,0.892749,20375.7253,0.997941,0
full_production_autonomy,20.68,827.2,1323.52,25866.75626,0.0,3163858.5,0.892852,20393.697107,0.997946,0
full_production_autonomy,20.7,828.0,1324.8,25866.885687,0.0,3167283.732,0.892955,20411.668734,0.997951,0
full_production_autonomy,20.72,828.8,1326.08,25867.015113,0.0,3170708.964,0.893058,20429.640182,0.997956,0
full_production_autonomy,20.74,829.6,1327.36,25867.14454,0.0,3174134.196,0.893161,20447.61145,0.997961,0
full_production_autonomy,20.76,830.4,1328.64,25867.273966,0.0,3177559.428,0.893263,20465.582538,0.997966,0
full_production_autonomy,20.78,831.2,1329.92,25867.403393,0.0,3180984.66,0.893365,20483.553446,0.997971,0
full_production_autonomy,20.8,832.0,1331.2,25867.532819,0.0,3184409.892,0.893467,20501.524175,0.997976,0
full_production_autonomy,20.82,832.8,1332.48,25867.662246,0.0,3187835.124,0.893569,20519.494723,0.997981,0
full_production_autonomy,20.84,833.6,1333.76,25867.791672,0.0,3191260.356,0.893671,20537.465092,0.997986,0
full_production_autonomy,20.86,834.4,1335.04,25867.921099,0.0,3194685.588,0.893772,20555.435281,0.997991,0
full_production_autonomy,20.88,835.2,1336.32,25868.050525,0.0,3198110.82,0.893874,20573.40529,0.997996,0
full_production_autonomy,20.9,836.0,1337.6,25868.179952,0.0,3201536.052,0.893975,20591.375119,0.998001,0
full_production_autonomy,20.92,836.8,1338.88,25868.309378,0.0,3204961.284,0.894075,20609.344768,0.998006,0
full_production_autonomy,20.94,837.6,1340.16,25868.438805,0.0,3208386.516,0.894176,20627.314238,0.998011,0
full_production_autonomy,20.96,838.4,1341.44,25868.568231,0.0,3211811.748,0.894277,20645.283528,0.998016,0
full_production_autonomy,20.98,839.2,1342.72,25868.697658,0.0,3215236.98,0.894377,20663.252638,0.998021,0
full_production_autonomy,21.0,840.0,1344.0,25868.827084,0.0,3218662.212,0.894477,20681.221568,0.998026,0
full_production_autonomy,21.02,840.8,1345.28,25868.956511,0.0,3222087.444,0.894577,20699.190318,0.998031,0
full_production_autonomy,21.04,841.6,1346.56,25869.085937,0.0,3225512.676,0.894677,20717.158889,0.998036,0
full_production_autonomy,21.06,842.4,1347.84,25869.215364,0.0,3228937.908,0.894776,20735.12728,0.998041,0
full_production_autonomy,21.08,843.2,1349.12,25869.34479,0.0,3232363.14,0.894875,20753.095491,0.998046,0
full_production_autonomy,21.1,844.0,1350.4,25869.474217,0.0,3235788.372,0.894975,20771.063522,0.998051,0
full_production_autonomy,21.12,844.8,1351.68,25869.603643,0.0,3239213.604,0.895074,20789.031373,0.998056,0
full_production_autonomy,21.14,845.6,1352.96,25869.73307,0.0,3242638.836,0.895172,20806.999045,0.998061,0
full_production_autonomy,21.16,846.4,1354.24,25869.862496,0.0,3246064.068,0.895271,20824.966537,0.998066,0
full_production_autonomy,21.18,847.2,1355.52,25869.991923,0.0,3249489.3,0.895369,20842.933849,0.998071,0
full_production_autonomy,21.2,848.0,1356.8,25870.121349,0.0,3252914.532,0.895468,20860.900981,0.998076,0
full_production_autonomy,21.22,848.8,1358.08,25870.250776,0.0,3256339.764,0.895566,20878.867934,0.998081,0
full_production_autonomy,21.24,849.6,1359.36,25870.380202,0.0,3259764.996,0.895663,20896.834706,0.998086,0
full_production_autonomy,21.26,850.4,1360.64,25870.509629,0.0,3263190.228,0.895761,20914.801299,0.998091,0
full_production_autonomy,21.28,851.2,1361.92,25870.639055,0.0,3266615.46,0.895859,20932.767712,0.998096,0
full_production_autonomy,21.3,852.0,1363.2,25870.768482,0.0,3270040.692,0.895956,20950.733946,0.998101,0
full_production_autonomy,21.32,852.8,1364.48,25870.897908,0.0,3273465.924,0.896053,20968.699999,0.998106,0
full_production_autonomy,21.34,853.6,1365.76,25871.027335,0.0,3276891.156,0.89615,20986.665873,0.998111,0
full_production_autonomy,21.36,854.4,1367.04,25871.156761,0.0,3280316.388,0.896247,21004.631567,0.998116,0
full_production_autonomy,21.38,855.2,1368.32,25871.286188,0.0,3283741.62,0.896343,21022.597082,0.998121,0
full_production_autonomy,21.4,856.0,1369.6,25871.415614,0.0,3287166.852,0.89644,21040.562417,0.998126,0
full_production_autonomy,21.42,856.8,1370.88,25871.545041,0.0,3290592.084,0.896536,21058.527571,0.998131,0
full_production_autonomy,21.44,857.6,1372.16,25871.674467,0.0,3294017.316,0.896632,21076.492547,0.998136,0
full_production_autonomy,21.46,858.4,1373.44,25871.803894,0.0,3297442.548,0.896728,21094.457342,0.998141,0
full_production_autonomy,21.48,859.2,1374.72,25871.93332,0.0,3300867.78,0.896823,21112.421958,0.998146,0
full_production_autonomy,21.5,860.0,1376.0,25872.062747,0.0,3304293.012,0.896919,21130.386394,0.998151,0
full_production_autonomy,21.52,860.8,1377.28,25872.192173,0.0,3307718.244,0.897014,21148.35065,0.998156,0
full_production_autonomy,21.54,861.6,1378.56,25872.3216,0.0,3311143.476,0.897109,21166.314726,0.998161,0
full_production_autonomy,21.56,862.4,1379.84,25872.451027,0.0,3314568.708,0.897204,21184.278623,0.998166,0
full_production_autonomy,21.58,863.2,1381.12,25872.580453,0.0,3317993.94,0.897299,21202.24234,0.998171,0
full_production_autonomy,21.6,864.0,1382.4,25872.70988,0.0,3321419.172,0.897394,21220.205877,0.998176,0
full_production_autonomy,21.62,864.8,1383.68,25872.839306,0.0,3324844.404,0.897488,21238.169235,0.998181,0
full_production_autonomy,21.64,865.6,1384.96,25872.968733,0.0,3328269.636,0.897582,21256.132412,0.998186,0
full_production_autonomy,21.66,866.4,1386.24,25873.098159,0.0,3331694.868,0.897676,21274.095411,0.998191,0
full_production_autonomy,21.68,867.2,1387.52,25873.227586,0.0,3335120.1,0.89777,21292.058229,0.998196,0
full_production_autonomy,21.7,868.0,1388.8,25873.357012,0.0,3338545.332,0.897864,21310.020868,0.998201,0
full_production_autonomy,21.72,868.8,1390.08,25873.486439,0.0,3341970.564,0.897958,21327.983327,0.998205,0
full_production_autonomy,21.74,869.6,1391.36,25873.615865,0.0,3345395.796,0.898051,21345.945606,0.99821,0
full_production_autonomy,21.76,870.4,1392.64,25873.745292,0.0,3348821.028,0.898144,21363.907705,0.998215,0
full_production_autonomy,21.78,871.2,1393.92,25873.874718,0.0,3352246.26,0.898237,21381.869625,0.99822,0
full_production_autonomy,21.8,872.0,1395.2,25874.004145,0.0,3355671.492,0.89833,21399.831366,0.998225,0
full_production_autonomy,21.82,872.8,1396.48,25874.133571,0.0,3359096.724,0.898423,21417.792926,0.99823,0
full_production_autonomy,21.84,873.6,1397.76,25874.262998,0.0,3362521.956,0.898515,21435.754307,0.998235,0
full_production_autonomy,21.86,874.4,1399.04,25874.392424,0.0,3365947.188,0.898608,21453.715508,0.99824,0
full_production_autonomy,21.88,875.2,1400.32,25874.521851,0.0,3369372.42,0.8987,21471.676529,0.998245,0
full_production_autonomy,21.9,876.0,1401.6,25874.651277,0.0,3372797.652,0.898792,21489.637371,0.99825,0
full_production_autonomy,21.92,876.8,1402.88,25874.780704,0.0,3376222.884,0.898884,21507.598033,0.998255,0
full_production_autonomy,21.94,877.6,1404.16,25874.91013,0.0,3379648.116,0.898976,21525.558515,0.99826,0
full_production_autonomy,21.96,878.4,1405.44,25875.039557,0.0,3383073.348,0.899067,21543.518818,0.998265,0
full_production_autonomy,21.98,879.2,1406.72,25875.168983,0.0,3386498.58,0.899159,21561.478941,0.99827,0
full_production_autonomy,22.0,880.0,1408.0,25875.29841,0.0,3389923.812,0.89925,21579.438884,0.998275,0
full_production_autonomy,22.02,880.8,1409.28,25875.427836,0.0,3393349.044,0.899341,21597.398648,0.99828,0
full_production_autonomy,22.04,881.6,1410.56,25875.557263,0.0,3396774.276,0.899432,21615.358232,0.998285,0
full_production_autonomy,22.06,882.4,1411.84,25875.686689,0.0,3400199.508,0.899522,21633.317636,0.99829,0
full_production_autonomy,22.08,883.2,1413.12,25875.816116,0.0,3403624.74,0.899613,21651.276861,0.998295,0
full_production_autonomy,22.1,884.0,1414.4,25875.945542,0.0,3407049.972,0.899703,21669.235906,0.9983,0
full_production_autonomy,22.12,884.8,1415.68,25876.074969,0.0,3410475.204,0.899793,21687.194772,0.998305,0
full_production_autonomy,22.14,885.6,1416.96,25876.204395,0.0,3413900.436,0.899883,21705.153457,0.99831,0
full_production_autonomy,22.16,886.4,1418.24,25876.333822,0.0,3417325.668,0.899973,21723.111963,0.998315,0
full_production_autonomy,22.18,887.2,1419.52,25876.463248,0.0,3420750.9,0.900063,21741.07029,0.99832,0
full_production_autonomy,22.2,888.0,1420.8,25876.592675,0.0,3424176.132,0.900153,21759.028437,0.998325,0
full_production_autonomy,22.22,888.8,1422.08,25876.722101,0.0,3427601.364,0.900242,21776.986404,0.99833,0
full_production_autonomy,22.24,889.6,1423.36,25876.851528,0.0,3431026.596,0.900331,21794.944191,0.998335,0
full_production_autonomy,22.26,890.4,1424.64,25876.980954,0.0,3434451.828,0.90042,21812.901799,0.99834,0
full_production_autonomy,22.28,891.2,1425.92,25877.110381,0.0,3437877.06,0.900509,21830.859227,0.998345,0
full_production_autonomy,22.3,892.0,1427.2,25877.239807,0.0,3441302.292,0.900598,21848.816476,0.99835,0
full_production_autonomy,22.32,892.8,1428.48,25877.369234,0.0,3444727.524,0.900687,21866.773545,0.998355,0
full_production_autonomy,22.34,893.6,1429.76,25877.49866,0.0,3448152.756,0.900775,21884.730434,0.99836,0
full_production_autonomy,22.36,894.4,1431.04,25877.628087,0.0,3451577.988,0.900863,21902.687144,0.998365,0
full_production_autonomy,22.38,895.2,1432.32,25877.757513,0.0,3455003.22,0.900952,21920.643674,0.99837,0
full_production_autonomy,22.4,896.0,1433.6,25877.88694,0.0,3458428.452,0.901039,21938.600025,0.998375,0
full_production_autonomy,22.42,896.8,1434.88,25878.016366,0.0,3461853.684,0.901127,21956.556195,0.99838,0
full_production_autonomy,22.44,897.6,1436.16,25878.145793,0.0,3465278.916,0.901215,21974.512187,0.998385,0
full_production_autonomy,22.46,898.4,1437.44,25878.275219,0.0,3468704.148,0.901302,21992.467998,0.99839,0
full_production_autonomy,22.48,899.2,1438.72,25878.404646,0.0,3472129.38,0.90139,22010.42363,0.998395,0
full_production_autonomy,22.5,900.0,1440.0,25878.534072,0.0,3475554.612,0.901477,22028.379083,0.9984,0
full_production_autonomy,22.52,900.8,1441.28,25878.663499,0.0,3478979.844,0.901564,22046.334356,0.998405,0
full_production_autonomy,22.54,901.6,1442.56,25878.792925,0.0,3482405.076,0.901651,22064.289449,0.99841,0
full_production_autonomy,22.56,902.4,1443.84,25878.922352,0.0,3485830.308,0.901738,22082.244363,0.998415,0
full_production_autonomy,22.58,903.2,1445.12,25879.051778,0.0,3489255.54,0.901824,22100.199097,0.99842,0
full_production_autonomy,22.6,904.0,1446.4,25879.181205,0.0,3492680.772,0.901911,22118.153651,0.998425,0
full_production_autonomy,22.62,904.8,1447.68,25879.310631,0.0,3496106.004,0.901997,22136.108026,0.99843,0
full_production_autonomy,22.64,905.6,1448.96,25879.440058,0.0,3499531.236,0.902083,22154.062221,0.998435,0
full_production_autonomy,22.66,906.4,1450.24,25879.569484,0.0,3502956.468,0.902169,22172.016237,0.99844,0
full_production_autonomy,22.68,907.2,1451.52,25879.698911,0.0,3506381.7,0.902255,22189.970073,0.998445,0
full_production_autonomy,22.7,908.0,1452.8,25879.828337,0.0,3509806.932,0.90234,22207.92373,0.99845,0
full_production_autonomy,22.72,908.8,1454.08,25879.957764,0.0,3513232.164,0.902426,22225.877207,0.998455,0
full_production_autonomy,22.74,909.6,1455.36,25880.08719,0.0,3516657.396,0.902511,22243.830504,0.99846,0
full_production_autonomy,22.76,910.4,1456.64,25880.216617,0.0,3520082.628,0.902597,22261.783622,0.998465,0
full_production_autonomy,22.78,911.2,1457.92,25880.346043,0.0,3523507.86,0.902682,22279.73656,0.99847,0
full_production_autonomy,22.8,912.0,1459.2,25880.47547,0.0,3526933.092,0.902766,22297.689319,0.998475,0
full_production_autonomy,22.82,912.8,1460.48,25880.604896,0.0,3530358.324,0.902851,22315.641898,0.99848,0
full_production_autonomy,22.84,913.6,1461.76,25880.734323,0.0,3533783.556,0.902936,22333.594298,0.998485,0
full_production_autonomy,22.86,914.4,1463.04,25880.863749,0.0,3537208.788,0.90302,22351.546518,0.99849,0
full_production_autonomy,22.88,915.2,1464.32,25880.993176,0.0,3540634.02,0.903105,22369.498558,0.998495,0
full_production_autonomy,22.9,916.0,1465.6,25881.122602,0.0,3544059.252,0.903189,22387.450419,0.9985,0
full_production_autonomy,22.92,916.8,1466.88,25881.252029,0.0,3547484.484,0.903273,22405.402101,0.998505,0
full_production_autonomy,22.94,917.6,1468.16,25881.381455,0.0,3550909.716,0.903357,22423.353603,0.99851,0
full_production_autonomy,22.96,918.4,1469.44,25881.510882,0.0,3554334.948,0.90344,22441.304925,0.998515,0
full_production_autonomy,22.98,919.2,1470.72,25881.640308,0.0,3557760.18,0.903524,22459.256068,0.99852,0
full_production_autonomy,23.0,920.0,1472.0,25881.769735,0.0,3561185.412,0.903607,22477.207031,0.998525,0
full_production_autonomy,23.02,920.8,1473.28,25881.899161,0.0,3564610.644,0.903691,22495.157815,0.99853,0
full_production_autonomy,23.04,921.6,1474.56,25882.028588,0.0,3568035.876,0.903774,22513.108419,0.998535,0
full_production_autonomy,23.06,922.4,1475.84,25882.158014,0.0,3571461.108,0.903857,22531.058844,0.99854,0
full_production_autonomy,23.08,923.2,1477.12,25882.287441,0.0,3574886.34,0.90394,22549.009089,0.998545,0
full_production_autonomy,23.1,924.0,1478.4,25882.416867,0.0,3578311.572,0.904022,22566.959154,0.99855,0
full_production_autonomy,23.12,924.8,1479.68,25882.546294,0.0,3581736.804,0.904105,22584.90904,0.998555,0
full_production_autonomy,23.14,925.6,1480.96,25882.67572,0.0,3585162.036,0.904187,22602.858747,0.99856,0
full_production_autonomy,23.16,926.4,1482.24,25882.805147,0.0,3588587.268,0.90427,22620.808274,0.998565,0
full_production_autonomy,23.18,927.2,1483.52,25882.934573,0.0,3592012.5,0.904352,22638.757622,0.99857,0
full_production_autonomy,23.2,928.0,1484.8,25883.064,0.0,3595437.732,0.904434,22656.70679,0.998575,0
full_production_autonomy,23.22,928.8,1486.08,25883.193427,0.0,3598862.964,0.904516,22674.655778,0.99858,0
full_production_autonomy,23.24,929.6,1487.36,25883.322853,0.0,3602288.196,0.904598,22692.604587,0.998585,0
full_production_autonomy,23.26,930.4,1488.64,25883.45228,0.0,3605713.428,0.904679,22710.553217,0.99859,0
full_production_autonomy,23.28,931.2,1489.92,25883.581706,0.0,3609138.66,0.904761,22728.501667,0.998595,0
full_production_autonomy,23.3,932.0,1491.2,25883.711133,0.0,3612563.892,0.904842,22746.449937,0.9986,0
full_production_autonomy,23.32,932.8,1492.48,25883.840559,0.0,3615989.124,0.904923,22764.398028,0.998605,0
full_production_autonomy,23.34,933.6,1493.76,25883.969986,0.0,3619414.356,0.905004,22782.34594,0.99861,0
full_production_autonomy,23.36,934.4,1495.04,25884.099412,0.0,3622839.588,0.905085,22800.293672,0.998615,0
full_production_autonomy,23.38,935.2,1496.32,25884.228839,0.0,3626264.82,0.905166,22818.241224,0.99862,0
full_production_autonomy,23.4,936.0,1497.6,25884.358265,0.0,3629690.052,0.905246,22836.188598,0.998625,0
full_production_autonomy,23.42,936.8,1498.88,25884.487692,0.0,3633115.284,0.905327,22854.135791,0.99863,0
full_production_autonomy,23.44,937.6,1500.16,25884.617118,0.0,3636540.516,0.905407,22872.082805,0.998635,0
full_production_autonomy,23.46,938.4,1501.44,25884.746545,0.0,3639965.748,0.905487,22890.02964,0.99864,0
full_production_autonomy,23.48,939.2,1502.72,25884.875971,0.0,3643390.98,0.905567,22907.976295,0.998645,0
full_production_autonomy,23.5,940.0,1504.0,25885.005398,0.0,3646816.212,0.905647,22925.922771,0.99865,0
full_production_autonomy,23.52,940.8,1505.28,25885.134824,0.0,3650241.444,0.905727,22943.869067,0.998655,0
full_production_autonomy,23.54,941.6,1506.56,25885.264251,0.0,3653666.676,0.905807,22961.815184,0.99866,0
full_production_autonomy,23.56,942.4,1507.84,25885.393677,0.0,3657091.908,0.905886,22979.761121,0.998665,0
full_production_autonomy,23.58,943.2,1509.12,25885.523104,0.0,3660517.14,0.905966,22997.706879,0.99867,0
full_production_autonomy,23.6,944.0,1510.4,25885.65253,0.0,3663942.372,0.906045,23015.652458,0.998675,0
full_production_autonomy,23.62,944.8,1511.68,25885.781957,0.0,3667367.604,0.906124,23033.597856,0.99868,0
full_production_autonomy,23.64,945.6,1512.96,25885.911383,0.0,3670792.836,0.906203,23051.543076,0.998685,0
full_production_autonomy,23.66,946.4,1514.24,25886.04081,0.0,3674218.068,0.906282,23069.488116,0.99869,0
full_production_autonomy,23.68,947.2,1515.52,25886.170236,0.0,3677643.3,0.90636,23087.432977,0.998695,0
full_production_autonomy,23.7,948.0,1516.8,25886.299663,0.0,3681068.532,0.906439,23105.377658,0.9987,0
full_production_autonomy,23.72,948.8,1518.08,25886.429089,0.0,3684493.764,0.906518,23123.32216,0.998705,0
full_production_autonomy,23.74,949.6,1519.36,25886.558516,0.0,3687918.996,0.906596,23141.266482,0.99871,0
full_production_autonomy,23.76,950.4,1520.64,25886.687942,0.0,3691344.228,0.906674,23159.210625,0.998715,0
full_production_autonomy,23.78,951.2,1521.92,25886.817369,0.0,3694769.46,0.906752,23177.154588,0.99872,0
full_production_autonomy,23.8,952.0,1523.2,25886.946795,0.0,3698194.692,0.90683,23195.098372,0.998725,0
full_production_autonomy,23.82,952.8,1524.48,25887.076222,0.0,3701619.924,0.906908,23213.041977,0.99873,0
full_production_autonomy,23.84,953.6,1525.76,25887.205648,0.0,3705045.156,0.906985,23230.985402,0.998735,0
